,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,last_review,review_scores_rating
47053,Brooklyn,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,14,1125,0,0,,0
47054,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,76,1,30,0,0,,0
47055,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,6,1125,0,0,,0
47056,Queens,Apartment,Private room,1,1,1,1,Real Bed,50,4,60,170,0,,0
47057,Queens,Apartment,Entire home/apt,4,1,2,2,Real Bed,137,3,31,288,0,,0
47058,Queens,Apartment,Private room,5,1,0,2,Real Bed,183,1,1125,365,0,,0
47059,Brooklyn,Apartment,Private room,2,1,1,2,Real Bed,50,1,1125,59,1,2018-02-20,80
47060,Brooklyn,Apartment,Private room,1,1,0,1,Real Bed,37,1,1125,9,0,,0
47061,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,2,1125,0,2,2018-02-21,100
47062,Brooklyn,Apartment,Private room,1,2,1,1,Real Bed,50,14,90,84,0,,0
47063,Brooklyn,Apartment,Private room,3,1,1,1,Real Bed,65,1,1125,113,1,2018-02-08,100
47064,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,188,30,730,121,0,,0
47065,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,98,4,1125,143,5,2018-02-26,100
47066,Staten Island,Townhouse,Private room,2,1.5,1,1,Real Bed,39,2,28,355,0,,0
47067,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,36,1,1125,46,0,,0
47068,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,240,4,1125,4,0,,0
47069,Brooklyn,Townhouse,Private room,2,1,2,1,Real Bed,49,2,15,177,2,2018-02-18,100
47070,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,50,14,90,0,0,,0
47071,Brooklyn,In-law,Private room,1,1,1,1,Real Bed,40,2,14,125,1,2018-02-10,100
47072,Brooklyn,Apartment,Entire home/apt,2,2,1,1,Real Bed,150,2,30,3,0,,0
47073,Queens,House,Private room,1,1,0,1,Real Bed,59,1,30,89,4,2018-02-28,75
47074,Queens,House,Private room,2,1.5,0,1,Real Bed,35,1,31,360,0,,0
47075,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,3,1125,3,2,2018-02-28,100
47076,Manhattan,Boutique hotel,Private room,2,1,0,1,Real Bed,150,1,30,2,0,,0
47077,Queens,Apartment,Entire home/apt,4,2,2,2,Real Bed,299,1,1125,0,1,2018-02-05,100
47078,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,2,4,0,3,2018-02-26,100
47079,Manhattan,Other,Shared room,2,1,1,2,Real Bed,50,8,8,365,0,,0
47080,Manhattan,Condominium,Entire home/apt,4,1,1,2,Real Bed,250,6,15,9,1,2018-02-25,100
47081,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,73,4,1125,36,3,2018-02-17,93
47082,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,295,1,1125,238,4,2018-02-20,90
47083,Queens,Apartment,Private room,1,1,1,1,Real Bed,45,1,1125,64,2,2018-02-24,100
47084,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,80,5,30,0,1,2018-03-02,100
47085,Queens,House,Private room,2,1,1,1,Real Bed,40,7,30,0,0,,0
47086,Brooklyn,Apartment,Entire home/apt,8,2,5,8,Real Bed,283,2,90,350,0,,0
47087,Brooklyn,Townhouse,Private room,4,1.5,1,3,Real Bed,24,1,12,39,2,2018-02-12,80
47088,Manhattan,Apartment,Private room,2,1,0,1,Real Bed,100,2,1125,8,0,,0
47089,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,200,2,1125,0,3,2018-02-26,100
47090,Manhattan,Apartment,Private room,2,2,2,2,Real Bed,80,2,21,47,0,,0
47091,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,29,7,11,0,0,,0
47092,Manhattan,Apartment,Entire home/apt,6,1,2,2,Real Bed,299,3,1125,309,0,,0
47094,Brooklyn,Apartment,Private room,3,1,1,2,Real Bed,59,2,1125,149,0,,0
47095,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,220,4,30,55,2,2018-02-28,60
47096,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70,2,20,0,3,2018-01-31,100
47097,Brooklyn,Loft,Entire home/apt,4,1,0,2,Real Bed,125,3,30,0,0,,0
47098,Manhattan,Apartment,Private room,3,1,1,1,Real Bed,75,1,4,4,3,2018-03-05,100
47099,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,150,3,120,356,0,,0
47100,Brooklyn,Loft,Entire home/apt,3,1,0,2,Real Bed,110,3,1125,58,1,2018-02-19,100
47101,Brooklyn,House,Private room,1,1,1,1,Real Bed,175,5,1125,90,0,,0
47102,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,225,3,60,63,0,,0
47103,Manhattan,Apartment,Private room,6,1,1,2,Real Bed,39,1,1125,229,0,,0
47104,Manhattan,Apartment,Private room,5,1,1,2,Real Bed,37,1,1125,237,1,2018-01-28,100
47105,Manhattan,Apartment,Shared room,1,1,1,1,Real Bed,60,2,5,0,0,,0
47106,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,53,4,1125,0,0,,0
47107,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,90,2,30,13,2,2018-02-19,100
47108,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,1,1125,81,1,2018-02-18,100
47109,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,125,3,1125,331,2,2018-02-08,100
47110,Bronx,Apartment,Entire home/apt,7,1,3,3,Real Bed,292,2,29,301,0,,0
47111,Manhattan,Apartment,Entire home/apt,3,1,0,1,Real Bed,117,1,1125,91,0,,0
47112,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,95,1,90,125,2,2018-02-23,100
47113,Manhattan,Apartment,Private room,2,1,0,1,Real Bed,39,1,1125,328,1,2018-02-12,80
47114,Manhattan,Apartment,Private room,4,1,0,2,Real Bed,64,1,1125,281,1,2018-02-22,100
47115,Brooklyn,House,Private room,3,1,1,2,Real Bed,70,1,7,179,0,,0
47116,Queens,Apartment,Entire home/apt,4,1,1,2,Real Bed,140,2,21,72,0,,0
47117,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,49,1,1125,312,2,2018-02-05,100
47119,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,189,3,1125,364,0,,0
47120,Brooklyn,House,Private room,4,1,1,2,Real Bed,40,5,1125,34,0,,0
47121,Brooklyn,House,Private room,2,1,1,1,Real Bed,97,1,5,88,0,,0
47122,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,29,2,27,0,2,2018-02-11,80
47123,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,50,2,4,176,0,,0
47124,Brooklyn,Apartment,Entire home/apt,3,1,1,2,Real Bed,103,3,1125,11,2,2018-02-25,100
47125,Queens,Apartment,Entire home/apt,4,2,2,4,Real Bed,104,7,7,74,1,2018-02-20,100
47126,Manhattan,Loft,Entire home/apt,2,1,0,1,Real Bed,120,3,1125,39,2,2018-02-20,90
47127,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,2,1125,111,0,,0
47128,Queens,Apartment,Entire home/apt,8,1.5,1,2,Real Bed,188,1,1125,166,0,,0
47129,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,50,1,18,6,0,,0
47130,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65,7,28,18,1,2018-01-28,0
47131,Manhattan,Serviced apartment,Entire home/apt,6,1,1,2,Real Bed,290,3,1125,56,4,2018-02-18,95
47132,Manhattan,Loft,Shared room,1,1,1,1,Real Bed,70,2,1125,27,0,,0
47133,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,69,10,130,58,1,2018-02-18,100
47134,Queens,House,Private room,1,1,1,1,Real Bed,40,5,15,365,0,,0
47135,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,292,7,1125,0,0,,0
47136,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,1,1125,356,0,,0
47137,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,74,3,1125,0,0,,0
47138,Brooklyn,Apartment,Entire home/apt,6,1,2,3,Real Bed,90,5,12,0,1,2018-02-21,100
47139,Brooklyn,House,Entire home/apt,1,1,1,1,Real Bed,35,1,30,0,1,2018-01-29,100
47140,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,56,10,35,3,0,,0
47141,Brooklyn,Townhouse,Entire home/apt,4,1.5,2,2,Real Bed,125,5,1125,0,0,,0
47142,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,129,4,1125,0,0,,0
47143,Manhattan,Apartment,Entire home/apt,3,1,2,3,Real Bed,170,3,30,0,0,,0
47144,Queens,House,Private room,2,1,1,1,Real Bed,60,1,30,365,0,,0
47145,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,55,1,5,72,0,,0
47146,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,2,1125,0,0,,0
47147,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,188,2,1125,104,4,2018-02-23,95
47148,Brooklyn,House,Private room,2,1,1,1,Real Bed,120,14,90,0,0,,0
47149,Brooklyn,Apartment,Entire home/apt,7,2,3,4,Real Bed,150,2,30,162,1,2018-02-27,100
47150,Manhattan,Apartment,Private room,1,2,1,1,Real Bed,55,30,1125,355,0,,0
47151,Brooklyn,House,Private room,2,1,1,1,Real Bed,35,1,1125,264,1,2018-03-02,20
47152,Brooklyn,Apartment,Private room,2,1,0,1,Real Bed,32,1,4,5,0,,0
47153,Manhattan,Apartment,Entire home/apt,3,1,0,1,Real Bed,90,5,10,5,0,,0
47154,Staten Island,Apartment,Private room,1,1,1,1,Real Bed,30,1,1125,351,0,,0
47155,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,69,3,7,196,4,2018-03-03,100
47156,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,35,15,1125,358,0,,0
47157,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,51,1,2,22,1,2018-02-19,100
47158,Queens,Apartment,Private room,3,1,1,2,Real Bed,47,4,1125,118,2,2018-03-01,100
47159,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,40,5,1125,301,1,2018-02-09,100
47160,Queens,House,Private room,3,1,2,3,Real Bed,34,1,1125,5,0,,0
47161,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,54,5,14,46,0,,0
47162,Brooklyn,House,Private room,3,1,2,3,Real Bed,70,1,30,57,2,2018-02-18,80
47163,Queens,Other,Entire home/apt,15,1,0,1,Real Bed,299,1,1125,365,1,2018-02-18,100
47164,Queens,Apartment,Entire home/apt,4,1,1,1,Real Bed,150,2,1125,349,2,2018-02-21,100
47165,Brooklyn,Guesthouse,Private room,3,2,1,3,Real Bed,58,388,1125,295,0,,0
47166,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,90,2,1125,4,4,2018-03-03,100
47167,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,100,1,1125,117,3,2018-02-19,100
47168,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,4,6,0,2,2018-02-08,100
47169,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,208,1,1125,7,0,,0
47170,Queens,Other,Entire home/apt,15,1,0,1,Real Bed,199,1,1125,364,1,2018-02-17,20
47171,Manhattan,Apartment,Private room,3,1,1,1,Real Bed,45,3,1125,1,0,,0
47172,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,80,1,1125,0,0,,0
47173,Staten Island,Apartment,Shared room,1,1,1,1,Real Bed,20,4,28,0,0,,0
47174,Manhattan,Apartment,Entire home/apt,5,1,2,2,Real Bed,199,2,1125,51,1,2018-02-19,100
47175,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,65,1,1125,89,0,,0
47176,Brooklyn,Apartment,Entire home/apt,4,1,2,4,Real Bed,180,2,1125,180,0,,0
47177,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,299,2,1125,0,0,,0
47178,Brooklyn,Apartment,Entire home/apt,2,1,0,1,Real Bed,72,3,1125,2,0,,0
47179,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,3,1125,1,2,2018-02-12,100
47180,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,75,4,1125,0,0,,0
47181,Queens,Apartment,Entire home/apt,3,1,2,2,Real Bed,50,4,1125,0,0,,0
47182,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,295,1,1125,217,1,2018-02-18,100
47183,Queens,House,Private room,1,1,1,1,Real Bed,50,1,3,153,1,2018-02-17,0
47184,Manhattan,Apartment,Entire home/apt,2,1,0,2,Real Bed,113,1,1125,8,2,2018-02-04,100
47185,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,57,1,1125,9,12,2018-03-01,98
47186,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,75,1,1125,0,0,,0
47187,Queens,House,Private room,1,1,0,1,Real Bed,60,1,30,89,1,2018-02-13,80
47188,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,56,5,31,0,0,,0
47189,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,70,2,14,46,0,,0
47190,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,195,2,1125,19,2,2018-02-17,100
47191,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,40,1,1125,0,0,,0
47192,Manhattan,Apartment,Entire home/apt,5,2,1,3,Real Bed,230,2,1125,337,1,2018-02-18,100
47193,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,2,4,0,1,2018-02-25,100
47194,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,80,1,1125,9,2,2018-02-18,80
47195,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,50,1,1125,93,1,2018-01-29,0
47196,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,175,3,1125,116,1,2018-02-18,100
47197,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,175,1,3,0,0,,0
47198,Manhattan,Apartment,Entire home/apt,4,1,0,1,Real Bed,150,1,6,4,3,2018-02-25,100
47199,Queens,Apartment,Private room,2,1,0,1,Real Bed,60,1,1125,365,0,,0
47200,Queens,Apartment,Private room,2,1,0,1,Real Bed,100,1,1125,179,0,,0
47201,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,130,4,10,1,2,2018-02-19,80
47202,Manhattan,Apartment,Entire home/apt,8,2.5,3,3,Real Bed,275,3,1125,113,0,,0
47203,Manhattan,Serviced apartment,Entire home/apt,5,2,3,3,Real Bed,650,4,27,315,0,,0
47204,Queens,Apartment,Private room,3,1,1,2,Real Bed,75,5,1125,153,0,,0
47205,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,149,2,7,15,0,,0
47206,Queens,Townhouse,Private room,1,1,1,1,Real Bed,25,1,7,75,1,2018-02-26,100
47207,Manhattan,Apartment,Entire home/apt,4,1,2,4,Real Bed,200,2,30,309,0,,0
47208,Queens,Condominium,Entire home/apt,2,1,1,1,Real Bed,100,1,1125,10,0,,0
47209,Brooklyn,Townhouse,Entire home/apt,6,2.5,3,3,Real Bed,300,2,1125,358,0,,0
47210,Manhattan,Apartment,Entire home/apt,1,1,1,1,Real Bed,53,3,1125,0,1,2018-02-18,100
47211,Queens,House,Entire home/apt,7,2.5,4,4,Real Bed,200,2,30,134,0,,0
47212,Brooklyn,Townhouse,Entire home/apt,4,1,1,2,Real Bed,75,1,1125,24,1,2018-02-15,100
47213,Queens,Apartment,Private room,2,1,1,1,Real Bed,48,1,60,84,0,,0
47214,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,75,2,1125,0,0,,0
47215,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,85,2,2,364,0,,0
47216,Manhattan,Apartment,Entire home/apt,4,2,2,3,Real Bed,400,2,1125,0,0,,0
47217,Brooklyn,Condominium,Entire home/apt,6,2,2,3,Real Bed,117,3,1125,8,1,2018-02-23,100
47218,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,70,1,1125,16,0,,0
47219,Queens,Apartment,Entire home/apt,4,1,1,1,Real Bed,130,2,14,3,0,,0
47220,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,170,2,7,258,0,,0
47221,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,50,2,1125,148,0,,0
47222,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,70,3,1125,0,2,2018-02-24,100
47223,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90,1,1125,347,1,2018-02-16,0
47224,Queens,Apartment,Private room,2,1,1,1,Real Bed,60,2,30,123,0,,0
47225,Manhattan,Timeshare,Private room,4,1,0,1,Real Bed,250,7,7,61,0,,0
47226,Brooklyn,Apartment,Private room,2,1,0,1,Real Bed,35,3,1125,83,0,,0
47227,Manhattan,Apartment,Shared room,1,1,1,1,Real Bed,95,1,2,89,0,,0
47228,Manhattan,Apartment,Entire home/apt,6,2,2,2,Real Bed,210,3,1125,167,2,2018-02-27,100
47229,Manhattan,Apartment,Private room,2,1,1,2,Real Bed,120,3,1125,0,0,,0
47230,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,175,4,1125,6,1,2018-02-05,100
47231,Queens,Apartment,Private room,1,1,1,1,Real Bed,50,3,1125,90,0,,0
47232,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,127,3,90,11,3,2018-02-05,100
47233,Queens,Townhouse,Entire home/apt,4,1,2,2,Real Bed,129,2,1125,178,1,2018-02-25,60
47235,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,100,1,7,45,3,2018-02-13,100
47236,Brooklyn,Apartment,Private room,1,2,1,1,Real Bed,75,2,3,0,1,2018-02-09,100
47237,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,185,2,1125,31,2,2018-02-21,70
47238,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,200,3,15,37,1,2018-02-05,100
47239,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,125,1,15,0,3,2018-02-18,100
47240,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,50,1,16,0,4,2018-02-26,95
47241,Manhattan,Apartment,Entire home/apt,1,1,0,1,Real Bed,94,1,1125,0,0,,0
47242,Manhattan,Apartment,Private room,3,1,1,2,Real Bed,125,1,7,49,3,2018-02-12,100
47243,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,63,1,5,41,2,2018-02-24,100
47244,Queens,Serviced apartment,Private room,2,1,1,1,Real Bed,65,2,21,24,1,2018-02-08,100
47245,Manhattan,Apartment,Entire home/apt,4,2,2,3,Real Bed,500,2,30,57,1,2018-02-18,80
47246,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,250,2,1125,20,2,2018-02-14,60
47247,Bronx,Apartment,Private room,1,1,1,1,Real Bed,50,1,1125,54,0,,0
47248,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,2,1125,29,0,,0
47249,Brooklyn,Apartment,Private room,3,1,1,1,Real Bed,65,5,14,83,0,,0
47250,Brooklyn,Apartment,Private room,2,1,0,1,Real Bed,70,4,15,0,0,,0
47251,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,350,2,1125,0,0,,0
47252,Brooklyn,Apartment,Entire home/apt,6,1.5,2,3,Real Bed,150,2,26,327,3,2018-03-04,100
47253,Queens,Apartment,Private room,2,1,1,1,Real Bed,50,1,7,0,0,,0
47254,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,60,2,1125,0,0,,0
47255,Manhattan,Condominium,Entire home/apt,4,1,1,1,Real Bed,250,2,1125,16,0,,0
47256,Manhattan,Apartment,Private room,2,1,0,1,Real Bed,90,14,1125,24,0,,0
47257,Brooklyn,Hut,Shared room,1,1,1,1,Real Bed,25,1,1125,337,1,2018-02-02,100
47258,Manhattan,Apartment,Entire home/apt,5,3,3,4,Real Bed,350,2,6,23,1,2018-02-25,100
47259,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,65,1,5,0,0,,0
47260,Manhattan,Townhouse,Entire home/apt,2,1,0,2,Real Bed,220,2,29,168,1,2018-02-18,100
47261,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,130,7,1125,50,0,,0
47262,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,27,1,7,32,1,2018-02-05,100
47263,Brooklyn,Apartment,Entire home/apt,2,1,0,1,Real Bed,125,2,7,0,0,,0
47264,Queens,House,Private room,2,1,0,1,Real Bed,49,1,30,85,0,,0
47265,Brooklyn,Apartment,Entire home/apt,1,1,1,1,Real Bed,94,3,31,160,0,,0
47266,Brooklyn,Apartment,Entire home/apt,3,2,1,1,Real Bed,84,1,7,82,0,,0
47267,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,59,7,60,2,1,2018-02-05,100
47268,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,110,2,1125,1,2,2018-02-26,100
47269,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,3,10,12,0,,0
47270,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,110,3,1125,0,0,,0
47271,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,148,7,41,165,0,,0
47272,Manhattan,Apartment,Entire home/apt,3,1,0,1,Real Bed,150,2,1125,0,3,2018-02-18,100
47273,Queens,Apartment,Private room,1,1,1,1,Real Bed,35,7,1125,0,0,,0
47274,Queens,Apartment,Private room,4,1,1,1,Real Bed,89,1,1125,159,0,,0
47275,Brooklyn,House,Private room,2,1,1,1,Real Bed,35,1,1125,307,5,2018-02-28,96
47276,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,200,13,60,89,2,2018-02-15,0
47277,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,40,1,1125,28,3,2018-02-25,100
47278,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,85,2,2,358,0,,0
47279,Manhattan,Apartment,Private room,6,1,1,2,Real Bed,38,1,5,89,0,,0
47280,Brooklyn,Apartment,Entire home/apt,6,1.5,0,1,Real Bed,120,1,365,81,1,2018-02-11,100
47281,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,37,1,1125,0,2,2018-02-26,80
47282,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,75,1,5,73,0,,0
47283,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,2,1125,0,0,,0
47284,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,2,1125,63,1,2018-01-31,0
47285,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,50,7,30,364,0,,0
47286,Brooklyn,Apartment,Entire home/apt,2,1,1,2,Real Bed,60,2,36,3,2,2018-02-25,100
47287,Manhattan,Apartment,Entire home/apt,6,2,3,4,Real Bed,200,2,7,33,2,2018-02-25,100
47288,Bronx,House,Entire home/apt,4,1,0,1,Real Bed,69,2,1125,161,1,2018-03-04,100
47289,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,200,1,1125,364,1,2018-02-18,60
47290,Brooklyn,Loft,Entire home/apt,4,1,1,3,Real Bed,80,5,1125,123,0,,0
47291,Queens,Bungalow,Entire home/apt,4,1,1,2,Real Bed,150,2,30,183,0,,0
47292,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,25,6,7,0,0,,0
47293,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,50,10,1125,12,0,,0
47294,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,150,1,31,166,0,,0
47295,Manhattan,Apartment,Private room,4,1,1,1,Real Bed,70,3,1125,0,0,,0
47296,Queens,Apartment,Private room,1,1,1,1,Real Bed,55,1,20,59,1,2018-02-16,0
47297,Manhattan,Apartment,Private room,1,1,2,1,Real Bed,85,1,1125,364,0,,0
47298,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,42,6,1125,9,0,,0
47299,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,2,1125,68,1,2018-02-19,100
47300,Brooklyn,Apartment,Entire home/apt,6,1,0,5,Real Bed,280,2,30,169,3,2018-02-25,87
47301,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,54,1,31,79,3,2018-02-19,100
47302,Queens,House,Private room,2,1,1,1,Real Bed,42,1,30,175,1,2018-02-23,80
47303,Brooklyn,House,Private room,3,1,1,1,Real Bed,100,1,30,0,0,,0
47304,Queens,Apartment,Private room,2,1,1,1,Real Bed,42,1,1125,308,1,2018-02-06,100
47305,Manhattan,Apartment,Entire home/apt,10,1,3,5,Real Bed,334,4,1125,215,2,2018-02-28,100
47306,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,104,1,2,0,0,,0
47307,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,80,1,1125,12,1,2018-02-19,100
47308,Queens,Apartment,Entire home/apt,6,2,3,3,Real Bed,130,2,8,25,0,,0
47309,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,65,1,1125,4,0,,0
47310,Manhattan,Apartment,Entire home/apt,8,2,4,4,Real Bed,475,1,29,283,5,2018-02-17,100
47311,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,29,2,1125,39,0,,0
47312,Brooklyn,Loft,Entire home/apt,2,1,0,1,Real Bed,130,4,175,46,0,,0
47313,Queens,Apartment,Private room,1,1,1,1,Real Bed,70,1,1125,0,0,,0
47314,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,2,4,2,2,2018-03-03,100
47315,Brooklyn,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,5,1125,1,0,,0
47316,Manhattan,Apartment,Entire home/apt,5,1,2,3,Real Bed,495,5,1125,19,0,,0
47317,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,180,2,1125,72,3,2018-02-24,87
47318,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,3,15,306,1,2018-02-21,100
47319,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,97,2,30,55,1,2018-02-18,100
47320,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,50,3,1125,12,0,,0
47321,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,140,3,5,363,0,,0
47322,Queens,Apartment,Private room,2,1,1,1,Real Bed,50,1,1125,164,0,,0
47323,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,109,15,1125,30,0,,0
47324,Bronx,House,Entire home/apt,5,1,3,3,Real Bed,119,3,30,321,1,2018-02-25,100
47325,Brooklyn,Apartment,Entire home/apt,7,1,3,3,Real Bed,200,3,1125,281,4,2018-02-27,95
47326,Manhattan,Apartment,Private room,2,1,2,1,Real Bed,57,1,1125,4,2,2018-02-25,100
47327,Queens,House,Private room,1,1,1,1,Real Bed,70,1,1125,365,0,,0
47328,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69,30,31,363,0,,0
47329,Queens,Apartment,Entire home/apt,2,1,1,1,Real Bed,50,1,1125,35,3,2018-02-28,100
47330,Queens,House,Private room,4,1.5,1,2,Real Bed,45,1,30,268,1,2018-02-15,80
47331,Brooklyn,Townhouse,Private room,1,1,1,1,Real Bed,40,3,1125,351,0,,0
47332,Queens,Apartment,Private room,2,1,1,1,Real Bed,95,2,5,33,0,,0
47333,Manhattan,Apartment,Entire home/apt,1,1,0,1,Real Bed,105,20,90,22,3,2018-02-10,0
