,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,last_review,review_scores_rating
46774,Queens,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,15,30,7,0,,0
46775,Manhattan,Guesthouse,Private room,1,1,1,1,Real Bed,65,2,50,365,2,2018-02-25,70
46776,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,45,5,30,179,0,,0
46777,Manhattan,Guesthouse,Private room,1,1,1,1,Real Bed,60,2,50,339,2,2018-03-01,100
46778,Brooklyn,Apartment,Entire home/apt,5,2,2,2,Real Bed,147,4,30,25,0,,0
46779,Manhattan,Guesthouse,Private room,1,1,1,1,Real Bed,65,2,50,360,2,2018-03-01,90
46780,Brooklyn,Apartment,Private room,1,1,0,1,Real Bed,70,7,1125,90,0,,0
46781,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,120,1,7,40,3,2018-02-11,100
46782,Manhattan,Apartment,Entire home/apt,4,1,2,4,Real Bed,210,2,30,265,8,2018-03-01,90
46783,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,50,1,1125,0,0,,0
46784,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60,1,20,58,3,2018-02-24,100
46785,Brooklyn,Apartment,Private room,2,1,2,2,Real Bed,89,1,2,64,0,,0
46786,Manhattan,Apartment,Entire home/apt,4,1,2,4,Real Bed,200,2,30,299,4,2018-03-03,70
46787,Queens,Apartment,Private room,2,1,1,1,Real Bed,45,2,1125,0,2,2018-02-25,100
46788,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,2,1125,303,1,2018-02-19,80
46789,Brooklyn,House,Private room,2,1,1,2,Real Bed,45,2,30,282,2,2018-02-23,100
46790,Brooklyn,Apartment,Entire home/apt,3,1,1,2,Real Bed,92,1,3,6,6,2018-03-03,97
46791,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,68,1,30,0,2,2018-02-17,100
46792,Queens,Apartment,Shared room,1,1,1,1,Real Bed,20,1,30,363,1,2018-03-02,100
46793,Manhattan,Apartment,Entire home/apt,7,2,3,4,Real Bed,449,5,1125,102,3,2018-02-17,100
46794,Manhattan,Boutique hotel,Private room,1,1,1,1,Real Bed,99,1,29,327,1,2018-02-18,100
46795,Brooklyn,Other,Private room,2,1,1,1,Real Bed,60,1,1125,336,0,,0
46796,Bronx,Apartment,Private room,2,1,1,1,Real Bed,75,7,90,123,0,,0
46797,Manhattan,Apartment,Entire home/apt,3,1,0,1,Real Bed,59,1,1125,274,2,2018-02-15,100
46798,Brooklyn,Apartment,Entire home/apt,2,2,1,1,Real Bed,115,28,1125,66,0,,0
46799,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,79,2,1125,0,3,2018-02-24,100
46800,Manhattan,Boutique hotel,Private room,1,1,1,1,Real Bed,99,1,29,303,2,2018-02-19,100
46801,Brooklyn,Apartment,Private room,1,1,0,1,Real Bed,175,3,3,365,0,,0
46802,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,80,3,29,102,0,,0
46803,Manhattan,Apartment,Private room,2,2,1,2,Real Bed,42,1,1125,300,0,,0
46804,Manhattan,Apartment,Shared room,1,1,1,1,Real Bed,45,1,2,178,0,,0
46805,Manhattan,Apartment,Private room,2,2,1,2,Real Bed,45,1,1125,300,0,,0
46806,Manhattan,Apartment,Private room,2,2,1,2,Real Bed,45,1,1125,264,0,,0
46807,Brooklyn,Apartment,Entire home/apt,6,1,2,2,Real Bed,165,1,1125,310,8,2018-03-04,83
46808,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,3,1125,0,1,2018-02-05,100
46809,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,40,1,1125,1,6,2018-02-17,100
46810,Queens,Townhouse,Private room,2,1,1,1,Real Bed,100,1,1125,296,0,,0
46811,Brooklyn,Apartment,Shared room,1,1,1,1,Real Bed,25,5,1125,351,0,,0
46812,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,50,1,3,0,0,,0
46813,Manhattan,Apartment,Entire home/apt,1,1,0,1,Real Bed,150,1,2,363,0,,0
46814,Brooklyn,Apartment,Shared room,1,1,1,1,Real Bed,25,5,1125,357,0,,0
46815,Brooklyn,Apartment,Shared room,1,1,1,1,Real Bed,25,5,1125,364,0,,0
46816,Manhattan,Apartment,Entire home/apt,5,2.5,3,4,Real Bed,280,7,110,133,0,,0
46817,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,125,5,1125,109,1,2018-03-02,100
46818,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,40,1,1125,90,2,2018-02-02,100
46819,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,150,2,15,0,0,,0
46821,Brooklyn,House,Private room,2,1,1,1,Real Bed,100,1,28,178,2,2018-02-18,100
46822,Manhattan,Apartment,Entire home/apt,5,2,0,4,Real Bed,250,3,30,5,2,2018-02-25,100
46823,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,310,2,1125,19,0,,0
46824,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,7,1125,35,0,,0
46825,Queens,House,Private room,2,1,1,1,Real Bed,45,1,5,364,0,,0
46826,Manhattan,Boutique hotel,Private room,1,1,1,1,Real Bed,99,1,29,345,1,2018-02-11,80
46827,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,65,3,7,0,4,2018-02-26,90
46828,Manhattan,Apartment,Entire home/apt,5,1,2,2,Real Bed,210,3,1125,258,0,,0
46829,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,275,2,1125,69,0,,0
46830,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,66,18,28,0,0,,0
46831,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,50,2,90,118,0,,0
46832,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,66,3,90,0,0,,0
46833,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,180,3,1125,20,2,2018-02-16,100
46834,Brooklyn,Apartment,Entire home/apt,3,1,2,3,Real Bed,75,1,1125,0,1,2018-01-31,100
46835,Brooklyn,Apartment,Entire home/apt,10,1,3,5,Real Bed,750,1,1125,173,0,,0
46836,Queens,Apartment,Private room,2,1,1,1,Real Bed,60,1,2,18,2,2018-02-07,100
46837,Brooklyn,Guesthouse,Private room,2,1,1,1,Real Bed,139,1,1125,321,0,,0
46838,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,59,2,21,0,2,2018-02-12,100
46839,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,119,6,1125,4,2,2018-02-10,100
46840,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,140,2,14,0,0,,0
46841,Brooklyn,Apartment,Entire home/apt,8,1,0,4,Real Bed,170,2,1125,207,2,2018-03-02,100
46842,Manhattan,Apartment,Entire home/apt,4,1,2,3,Real Bed,200,5,6,224,0,,0
46843,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,99,1,1125,247,1,2018-02-03,100
46844,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,53,1,1125,13,4,2018-03-01,85
46845,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,70,1,1125,0,5,2018-02-21,96
46846,Manhattan,Apartment,Entire home/apt,1,1,1,1,Real Bed,130,7,1125,0,1,2018-02-13,0
46847,Manhattan,Apartment,Entire home/apt,7,1,4,5,Real Bed,245,4,1125,210,4,2018-02-16,100
46848,Brooklyn,Apartment,Entire home/apt,4,1,0,2,Real Bed,100,1,365,118,8,2018-02-25,98
46849,Brooklyn,Other,Private room,2,1,1,1,Real Bed,56,3,14,314,1,2018-02-18,100
46850,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,150,1,1125,90,1,2018-02-18,80
46851,Brooklyn,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,2,1125,12,2,2018-02-25,100
46852,Brooklyn,Apartment,Entire home/apt,6,2,3,3,Real Bed,125,4,1125,0,1,2018-02-24,100
46853,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,45,1,62,62,0,,0
46854,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,39,1,1125,0,1,2018-02-12,80
46855,Brooklyn,Apartment,Entire home/apt,5,1,1,1,Real Bed,90,4,1125,19,2,2018-02-24,100
46856,Queens,House,Entire home/apt,6,1,2,2,Real Bed,175,2,1125,35,0,,0
46857,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,7,1125,2,0,,0
46858,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,88,1,3,0,0,,0
46859,Manhattan,Apartment,Entire home/apt,8,2,2,4,Real Bed,351,2,60,314,1,2018-02-04,100
46860,Queens,Apartment,Private room,2,1,1,1,Real Bed,55,5,1125,0,0,,0
46861,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,50,2,2,89,0,,0
46862,Manhattan,Apartment,Private room,2,1.5,1,1,Real Bed,46,5,30,0,2,2018-01-29,90
46863,Brooklyn,Apartment,Private room,4,1,2,2,Real Bed,99,2,28,318,0,,0
46864,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,80,1,3,362,1,2018-01-29,100
46865,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,3,31,11,1,2018-01-23,0
46866,Brooklyn,Apartment,Entire home/apt,2,1,1,2,Real Bed,125,2,14,72,0,,0
46867,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,2,27,10,0,,0
46868,Manhattan,Apartment,Entire home/apt,6,1,2,2,Real Bed,160,2,1125,0,1,2018-02-06,80
46869,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,2,7,0,0,,0
46870,Queens,Apartment,Private room,2,1,1,1,Real Bed,70,1,30,0,0,,0
46871,Manhattan,Apartment,Private room,3,1,1,1,Real Bed,149,2,1123,0,0,,0
46872,Brooklyn,House,Private room,2,1.5,1,1,Real Bed,50,3,10,0,2,2018-02-06,100
46873,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,70,2,5,87,0,,0
46874,Bronx,Apartment,Private room,1,1,1,1,Real Bed,123,1,1125,90,0,,0
46875,Brooklyn,House,Private room,2,1,1,1,Real Bed,32,1,1125,269,5,2018-02-26,90
46876,Brooklyn,Townhouse,Entire home/apt,4,1,2,2,Real Bed,85,1,1125,363,4,2018-02-26,95
46877,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,64,1,1125,19,3,2018-02-11,100
46878,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100,1,1125,90,0,,0
46879,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,90,1,1125,88,0,,0
46880,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,64,1,1125,18,1,2018-01-26,100
46881,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,120,1,28,272,1,2018-02-26,100
46882,Manhattan,Apartment,Private room,2,1,1,2,Real Bed,90,1,1125,348,3,2018-03-02,87
46883,Manhattan,Apartment,Private room,3,1,1,2,Real Bed,100,1,1125,329,3,2018-03-02,73
46884,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,150,2,7,317,0,,0
46885,Staten Island,Townhouse,Private room,3,1.5,1,2,Real Bed,25,2,28,323,0,,0
46886,Manhattan,Other,Shared room,1,1,1,1,Real Bed,175,1,1125,88,0,,0
46887,Brooklyn,House,Entire home/apt,6,3,3,3,Real Bed,480,7,14,25,0,,0
46888,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,48,2,14,0,2,2018-02-19,100
46889,Brooklyn,House,Private room,1,1,1,1,Real Bed,75,1,5,177,0,,0
46890,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,88,1,7,0,0,,0
46891,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,26,4,1125,58,0,,0
46892,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,65,1,1125,331,2,2018-02-18,90
46893,Brooklyn,Apartment,Shared room,2,1,1,1,Real Bed,30,1,1125,5,2,2018-02-11,100
46894,Brooklyn,Loft,Private room,2,1,1,1,Real Bed,58,3,1125,3,2,2018-02-17,90
46895,Brooklyn,Loft,Private room,2,1,1,1,Real Bed,58,3,1125,0,3,2018-02-19,100
46896,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,14,60,67,0,,0
46897,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,95,1,1125,297,0,,0
46898,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,7,31,11,1,2018-02-20,80
46899,Manhattan,Condominium,Entire home/apt,2,1,1,1,Real Bed,280,3,1125,3,0,,0
46900,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,1,1125,0,1,2018-02-18,100
46901,Manhattan,Apartment,Entire home/apt,4,1,2,4,Real Bed,139,4,7,0,1,2018-02-06,100
46902,Manhattan,Apartment,Private room,1,1,0,1,Real Bed,125,1,1125,0,1,2018-02-03,100
46903,Brooklyn,Apartment,Entire home/apt,2,1,1,2,Real Bed,100,3,1125,144,0,,0
46904,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,110,5,1125,266,1,2018-02-10,0
46905,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,275,2,1125,19,0,,0
46906,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,230,3,1125,5,0,,0
46907,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,127,1,1125,137,0,,0
46908,Brooklyn,Apartment,Private room,1,1.5,1,1,Real Bed,45,2,14,0,0,,0
46909,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,109,9,30,17,0,,0
46910,Manhattan,Loft,Entire home/apt,7,1,3,4,Real Bed,325,1,1125,124,1,2018-02-11,20
46911,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,115,5,30,60,1,2018-01-25,0
46912,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,125,3,1125,6,0,,0
46913,Queens,Apartment,Entire home/apt,2,1,0,1,Real Bed,160,3,10,70,0,,0
46914,Brooklyn,Apartment,Entire home/apt,4,1,1,1,Real Bed,249,2,1125,73,2,2018-02-28,90
46915,Queens,House,Shared room,1,1,1,1,Real Bed,35,2,1125,46,4,2018-03-01,95
46916,Queens,Other,Private room,4,1,1,4,Real Bed,80,2,1125,288,2,2018-02-20,100
46917,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,65,3,1125,84,0,,0
46918,Bronx,Apartment,Shared room,1,1,1,1,Real Bed,100,1,1125,178,0,,0
46919,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,139,3,4,60,0,,0
46920,Brooklyn,Loft,Entire home/apt,2,1,0,1,Real Bed,140,3,40,21,1,2018-02-13,80
46921,Bronx,Apartment,Private room,2,1,1,1,Real Bed,100,1,1125,178,0,,0
46922,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,86,3,1125,7,0,,0
46923,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,50,2,1125,1,0,,0
46924,Manhattan,Apartment,Entire home/apt,4,1,2,3,Real Bed,165,2,1125,82,2,2018-03-04,100
46925,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,4,1125,0,1,2018-02-04,100
46926,Manhattan,Apartment,Entire home/apt,5,1,2,3,Real Bed,99,2,28,295,2,2018-03-01,100
46927,Brooklyn,House,Private room,2,1,0,1,Real Bed,80,1,7,179,0,,0
46928,Brooklyn,Apartment,Private room,3,1,1,1,Real Bed,58,2,7,171,0,,0
46929,Queens,Apartment,Private room,1,1,1,1,Real Bed,55,7,90,365,0,,0
46930,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,43,1,1125,1,3,2018-02-17,93
46931,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,38,2,1125,1,0,,0
46932,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,130,1,1125,6,4,2018-02-25,100
46933,Brooklyn,Loft,Entire home/apt,5,2,3,3,Real Bed,350,1,1125,11,0,,0
46934,Brooklyn,Apartment,Entire home/apt,4,1,0,1,Real Bed,80,1,1125,319,1,2018-01-29,100
46935,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,169,1,1125,209,4,2018-02-20,100
46936,Manhattan,Apartment,Private room,3,1,1,1,Real Bed,150,3,1125,82,0,,0
46937,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,75,3,1125,0,0,,0
46938,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40,1,1125,26,2,2018-02-18,20
46939,Queens,Apartment,Private room,2,1,1,1,Real Bed,59,2,1125,1,0,,0
46940,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,48,3,30,8,3,2018-02-23,100
46941,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,75,1,7,81,0,,0
46942,Manhattan,Apartment,Entire home/apt,1,1,1,1,Real Bed,75,15,30,31,0,,0
46943,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,95,2,6,28,0,,0
46944,Queens,Apartment,Private room,2,1,1,1,Real Bed,55,1,1125,163,9,2018-03-01,96
46945,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,197,5,1125,47,0,,0
46946,Manhattan,Apartment,Entire home/apt,5,2,2,3,Real Bed,140,20,30,1,0,,0
46947,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,80,1,1125,0,4,2018-02-24,100
46948,Queens,Apartment,Private room,1,1,0,1,Real Bed,68,7,90,364,0,,0
46949,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,190,1,1125,173,0,,0
46950,Queens,Apartment,Private room,2,1,1,1,Real Bed,70,2,1125,3,0,,0
46951,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,39,1,7,92,5,2018-03-04,100
46952,Bronx,House,Private room,1,1,1,1,Real Bed,36,1,6,365,0,,0
46953,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,48,3,28,0,2,2018-02-28,100
46954,Manhattan,Serviced apartment,Entire home/apt,6,1,2,4,Real Bed,200,3,1125,226,3,2018-03-04,100
46955,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99,5,1125,8,0,,0
46956,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,3,60,34,7,2018-02-25,97
46957,Queens,Apartment,Private room,1,1,1,1,Real Bed,50,7,19,48,0,,0
46958,Brooklyn,Apartment,Entire home/apt,4,1,1,3,Real Bed,137,14,1125,362,0,,0
46959,Brooklyn,House,Shared room,3,2,1,3,Real Bed,30,1,1125,285,0,,0
46960,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,90,1,1125,0,0,,0
46961,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,50,2,4,0,1,2018-02-10,0
46962,Brooklyn,Apartment,Entire home/apt,3,1,1,2,Real Bed,50,3,18,174,3,2018-02-21,100
46963,Manhattan,Apartment,Entire home/apt,2,1,1,2,Real Bed,130,15,42,6,0,,0
46965,Brooklyn,Townhouse,Entire home/apt,10,2.5,3,7,Real Bed,145,2,90,293,1,2018-02-16,80
46966,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,40,5,1125,277,0,,0
46967,Bronx,House,Private room,4,2,2,2,Real Bed,80,7,316,350,0,,0
46968,Brooklyn,Apartment,Private room,2,1,1,2,Real Bed,75,1,14,34,0,,0
46969,Queens,Apartment,Entire home/apt,4,1,1,1,Real Bed,78,2,5,2,2,2018-02-18,100
46970,Manhattan,Apartment,Private room,2,2,0,1,Real Bed,59,6,1125,2,1,2018-01-28,100
46971,Brooklyn,Apartment,Entire home/apt,4,1,1,1,Real Bed,200,2,1125,178,0,,0
46972,Brooklyn,Apartment,Entire home/apt,4,1,3,3,Real Bed,180,1,7,41,4,2018-02-20,100
46973,Queens,Apartment,Private room,2,1,1,1,Real Bed,37,2,14,1,4,2018-02-23,100
46974,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,165,3,62,133,0,,0
46975,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,100,2,30,334,14,2018-03-04,94
46976,Queens,House,Private room,2,1,0,1,Real Bed,45,1,30,8,0,,0
46977,Queens,Apartment,Shared room,1,1,1,1,Real Bed,35,1,3,0,1,2018-01-25,0
46978,Manhattan,Apartment,Entire home/apt,2,1,1,2,Real Bed,120,5,15,0,0,,0
46979,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,90,10,1125,23,1,2018-01-24,0
46980,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,35,3,30,0,0,,0
46981,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,205,1,1125,37,0,,0
46982,Manhattan,Apartment,Entire home/apt,8,1,3,5,Real Bed,186,3,1125,279,4,2018-02-27,95
46983,Queens,Other,Private room,2,1,1,1,Real Bed,55,4,7,269,0,,0
46984,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,75,1,30,0,6,2018-02-28,100
46985,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,60,1,1125,363,2,2018-02-25,80
46986,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,149,3,1125,260,2,2018-02-19,90
46987,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,70,7,60,0,0,,0
46988,Brooklyn,Apartment,Private room,4,1,2,2,Real Bed,45,2,4,18,2,2018-02-28,100
46989,Brooklyn,Apartment,Entire home/apt,8,1,3,4,Real Bed,169,3,1125,347,1,2018-02-19,80
46990,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,60,1,1125,153,1,2018-01-29,0
46991,Manhattan,Apartment,Entire home/apt,6,2,1,3,Real Bed,275,2,1125,277,0,,0
46992,Bronx,Apartment,Entire home/apt,3,1,1,2,Real Bed,65,14,52,0,0,,0
46993,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,89,22,1125,62,0,,0
46994,Queens,Apartment,Private room,1,1,1,1,Real Bed,50,2,30,0,0,,0
46995,Queens,Other,Private room,4,1,1,2,Real Bed,80,2,1125,305,3,2018-02-24,93
46996,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,220,1,1125,4,0,,0
46997,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,190,2,1125,6,1,2018-02-05,80
46998,Queens,Apartment,Private room,2,1,1,1,Real Bed,75,3,1125,0,0,,0
46999,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,35,2,1125,0,0,,0
47000,Manhattan,Apartment,Private room,1,1,0,1,Real Bed,60,7,29,0,0,,0
47001,Brooklyn,Apartment,Private room,1,2,1,1,Real Bed,30,7,30,28,0,,0
47002,Brooklyn,Townhouse,Private room,2,1.5,1,2,Real Bed,20,1,8,36,4,2018-02-17,90
47003,Manhattan,Apartment,Entire home/apt,2,1,1,2,Real Bed,100,5,1125,0,2,2018-02-22,100
47004,Queens,Apartment,Private room,2,1,1,1,Real Bed,60,2,14,165,0,,0
47005,Queens,Other,Entire home/apt,10,2,4,10,Real Bed,300,3,1125,277,0,,0
47006,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,175,2,12,1,0,,0
47007,Queens,Other,Entire home/apt,16,1,0,1,Real Bed,249,1,1125,363,1,2018-02-18,100
47008,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,125,2,1125,278,0,,0
47009,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,45,1,1125,0,1,2018-02-27,100
47010,Brooklyn,Townhouse,Private room,2,1.5,1,2,Real Bed,22,1,5,30,1,2018-01-26,100
47011,Brooklyn,Apartment,Private room,4,1,0,1,Real Bed,60,1,7,355,2,2018-02-25,100
47012,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,69,5,1125,149,0,,0
47013,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,199,7,365,227,0,,0
47014,Manhattan,Apartment,Entire home/apt,4,1,0,2,Real Bed,195,3,1125,247,0,,0
47015,Brooklyn,Loft,Private room,2,1,1,2,Real Bed,60,1,1125,365,0,,0
47016,Brooklyn,Apartment,Private room,2,1,2,2,Real Bed,50,1,1125,0,0,,0
47017,Brooklyn,Apartment,Entire home/apt,7,1,3,4,Real Bed,149,4,1125,251,0,,0
47018,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,125,1,1125,0,0,,0
47019,Manhattan,Condominium,Entire home/apt,3,1,1,1,Real Bed,170,2,1125,0,0,,0
47020,Manhattan,Apartment,Entire home/apt,9,1,2,4,Real Bed,295,1,1125,315,2,2018-01-31,100
47021,Manhattan,Apartment,Entire home/apt,2,1,2,2,Real Bed,200,8,35,17,0,,0
47022,Brooklyn,Townhouse,Private room,3,1.5,1,2,Real Bed,30,1,24,36,1,2018-01-28,100
47023,Manhattan,Apartment,Private room,2,1,1,2,Real Bed,90,2,30,117,2,2018-03-04,100
47024,Queens,Serviced apartment,Entire home/apt,4,1,0,1,Real Bed,199,2,1125,306,2,2018-02-23,100
47025,Manhattan,Apartment,Entire home/apt,3,1,0,1,Real Bed,180,3,30,180,1,2018-01-24,0
47026,Manhattan,Apartment,Entire home/apt,4,1.5,1,1,Real Bed,300,2,30,33,0,,0
47027,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,135,2,20,36,4,2018-02-25,90
47028,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,69,5,1125,174,0,,0
47029,Manhattan,Apartment,Shared room,3,1,1,2,Real Bed,30,1,1125,37,6,2018-02-18,97
47030,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,75,1,1125,86,0,,0
47031,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,70,1,1125,90,0,,0
47032,Brooklyn,Apartment,Private room,2,1,1,2,Real Bed,60,3,6,0,0,,0
47033,Manhattan,Apartment,Entire home/apt,4,2,2,3,Real Bed,300,1,6,4,0,,0
47034,Queens,House,Entire home/apt,6,1.5,2,2,Real Bed,195,5,1125,67,0,,0
47035,Brooklyn,Apartment,Private room,4,1,1,2,Real Bed,120,1,28,349,0,,0
47036,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,32,2,1125,155,0,,0
47037,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,119,3,4,0,0,,0
47038,Brooklyn,Townhouse,Private room,3,1.5,1,2,Real Bed,21,1,24,38,1,2018-02-09,100
47039,Queens,House,Private room,1,1,1,1,Real Bed,45,7,1125,0,0,,0
47040,Manhattan,Loft,Entire home/apt,2,1,1,1,Real Bed,156,2,30,266,5,2018-03-02,100
47041,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,129,2,7,0,2,2018-02-25,100
47042,Brooklyn,Apartment,Private room,2,1,0,1,Real Bed,75,3,30,0,0,,0
47043,Queens,Apartment,Entire home/apt,4,1,1,1,Real Bed,99,2,1125,141,0,,0
47044,Brooklyn,Townhouse,Private room,5,1.5,1,3,Real Bed,30,1,22,37,3,2018-02-13,93
47045,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,159,15,30,16,0,,0
47046,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,50,1,1125,86,5,2018-02-18,96
47047,Manhattan,Apartment,Entire home/apt,6,1.5,2,3,Real Bed,250,3,1125,160,2,2018-02-17,80
47048,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,27,14,14,0,0,,0
47049,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,500,2,1125,16,4,2018-02-27,90
47050,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,50,6,28,0,0,,0
47051,Manhattan,Apartment,Entire home/apt,9,2,4,5,Real Bed,500,4,120,248,3,2018-02-25,100
47052,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50,1,21,0,1,2018-02-11,100
